datum,kraj_nuts_kod,okres_lau_kod,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti
2020-03-22,CZ071,CZ0714,1,0,0
2020-03-22,CZ071,CZ0715,2,0,0
2020-03-22,CZ072,CZ0721,11,0,0
2020-03-22,CZ072,CZ0722,30,0,0
2020-03-22,CZ072,CZ0723,12,0,0
2020-03-22,CZ072,CZ0724,13,0,0
2020-03-22,CZ080,CZ0801,12,0,0
2020-03-22,CZ080,CZ0802,48,0,0
2020-03-22,CZ080,CZ0803,9,0,0
2020-03-22,CZ080,CZ0804,7,0,0
2020-03-22,CZ080,CZ0805,15,0,0
2020-03-22,CZ080,CZ0806,32,0,0
2020-03-22,,,0,0,0
2020-03-23,CZ010,CZ0100,417,8,1
2020-03-23,CZ020,CZ0201,21,0,0
2020-03-23,CZ020,CZ0202,14,0,0
2020-03-23,CZ020,CZ0203,24,0,0
2020-03-23,CZ020,CZ0204,11,0,0
2020-03-23,CZ020,CZ0205,4,0,0
2020-03-23,CZ020,CZ0206,21,0,0
2020-03-23,CZ020,CZ0207,5,0,0
2020-03-23,CZ020,CZ0208,6,0,0
2020-03-23,CZ020,CZ0209,29,0,0
2020-03-23,CZ020,CZ020A,33,2,0
2020-03-23,CZ020,CZ020B,14,0,0
2020-03-23,CZ020,CZ020C,3,0,0
2020-03-23,CZ031,CZ0311,8,0,0
2020-03-23,CZ031,CZ0312,4,0,0
2020-03-23,CZ031,CZ0313,0,0,0
2020-03-23,CZ031,CZ0314,1,0,0
2020-03-23,CZ031,CZ0315,8,0,0
2020-03-23,CZ031,CZ0316,10,0,0
2020-03-23,CZ031,CZ0317,2,0,0
2020-03-23,CZ032,CZ0321,7,0,0
2020-03-23,CZ032,CZ0322,0,0,0
2020-03-23,CZ032,CZ0323,12,1,0
2020-03-23,CZ032,CZ0324,1,0,0
2020-03-23,CZ032,CZ0325,1,0,0
2020-03-23,CZ032,CZ0326,0,0,0
2020-03-23,CZ032,CZ0327,0,0,0
2020-03-23,CZ041,CZ0411,31,0,0
2020-03-23,CZ041,CZ0412,12,0,0
2020-03-23,CZ041,CZ0413,5,0,0
2020-03-23,CZ042,CZ0421,17,4,0
2020-03-23,CZ042,CZ0422,3,0,0
2020-03-23,CZ042,CZ0423,7,0,0
2020-03-23,CZ042,CZ0424,0,0,0
2020-03-23,CZ042,CZ0425,3,0,0
2020-03-23,CZ042,CZ0426,1,0,0
2020-03-23,CZ042,CZ0427,19,0,0
2020-03-23,CZ051,CZ0511,1,0,0
2020-03-23,CZ051,CZ0512,6,0,0
2020-03-23,CZ051,CZ0513,4,0,0
2020-03-23,CZ051,CZ0514,2,0,0
2020-03-23,CZ052,CZ0521,12,0,0
2020-03-23,CZ052,CZ0522,2,0,0
2020-03-23,CZ052,CZ0523,3,0,0
2020-03-23,CZ052,CZ0524,1,0,0
2020-03-23,CZ052,CZ0525,2,0,0
2020-03-23,CZ053,CZ0531,11,1,0
2020-03-23,CZ053,CZ0532,12,0,0
2020-03-23,CZ053,CZ0533,7,0,0
2020-03-23,CZ053,CZ0534,10,0,0
2020-03-23,CZ063,CZ0631,14,0,0
2020-03-23,CZ063,CZ0632,3,0,0
2020-03-23,CZ063,CZ0633,0,0,0
2020-03-23,CZ063,CZ0634,2,0,0
2020-03-23,CZ063,CZ0635,4,0,0
2020-03-23,CZ064,CZ0641,3,0,0
2020-03-23,CZ064,CZ0642,50,0,0
2020-03-23,CZ064,CZ0643,14,0,0
2020-03-23,CZ064,CZ0644,14,0,0
2020-03-23,CZ064,CZ0645,2,0,0
2020-03-23,CZ064,CZ0646,1,0,0
2020-03-23,CZ064,CZ0647,5,1,0
2020-03-23,CZ071,CZ0711,1,0,0
2020-03-23,CZ071,CZ0712,92,2,0
2020-03-23,CZ071,CZ0713,13,0,0
2020-03-23,CZ071,CZ0714,2,0,0
2020-03-23,CZ071,CZ0715,3,0,0
2020-03-23,CZ072,CZ0721,13,0,0
2020-03-23,CZ072,CZ0722,33,0,0
2020-03-23,CZ072,CZ0723,12,0,0
2020-03-23,CZ072,CZ0724,16,0,0
2020-03-23,CZ080,CZ0801,13,0,0
2020-03-23,CZ080,CZ0802,54,0,0
2020-03-23,CZ080,CZ0803,15,0,0
2020-03-23,CZ080,CZ0804,7,0,0
2020-03-23,CZ080,CZ0805,19,0,0
2020-03-23,CZ080,CZ0806,34,0,0
2020-03-23,,,0,0,0
2020-03-24,CZ010,CZ0100,475,11,2
2020-03-24,CZ020,CZ0201,21,0,0
2020-03-24,CZ020,CZ0202,14,1,0
2020-03-24,CZ020,CZ0203,24,0,0
2020-03-24,CZ020,CZ0204,12,0,0
2020-03-24,CZ020,CZ0205,4,0,0
2020-03-24,CZ020,CZ0206,22,0,0
2020-03-24,CZ020,CZ0207,6,0,0
2020-03-24,CZ020,CZ0208,8,0,0
2020-03-24,CZ020,CZ0209,35,0,0
2020-03-24,CZ020,CZ020A,36,2,0
2020-03-24,CZ020,CZ020B,17,0,0
2020-03-24,CZ020,CZ020C,3,0,0
2020-03-24,CZ031,CZ0311,10,0,0
2020-03-24,CZ031,CZ0312,4,0,0
2020-03-24,CZ031,CZ0313,0,0,0
2020-03-24,CZ031,CZ0314,1,0,0
2020-03-24,CZ031,CZ0315,8,0,0
2020-03-24,CZ031,CZ0316,10,0,0
2020-03-24,CZ031,CZ0317,2,0,0
2020-03-24,CZ032,CZ0321,10,0,0
2020-03-24,CZ032,CZ0322,0,0,0
2020-03-24,CZ032,CZ0323,18,1,0
2020-03-24,CZ032,CZ0324,1,0,0
2020-03-24,CZ032,CZ0325,1,0,0
2020-03-24,CZ032,CZ0326,0,0,0
2020-03-24,CZ032,CZ0327,2,0,0
2020-03-24,CZ041,CZ0411,34,0,0
2020-03-24,CZ041,CZ0412,16,0,0
2020-03-24,CZ041,CZ0413,6,0,0
2020-03-24,CZ042,CZ0421,17,4,0
2020-03-24,CZ042,CZ0422,3,0,0
2020-03-24,CZ042,CZ0423,8,0,0
2020-03-24,CZ042,CZ0424,0,0,0
2020-03-24,CZ042,CZ0425,4,0,0
2020-03-24,CZ042,CZ0426,3,0,0
2020-03-24,CZ042,CZ0427,20,0,0
2020-03-24,CZ051,CZ0511,1,0,0
2020-03-24,CZ051,CZ0512,6,0,0
2020-03-24,CZ051,CZ0513,8,0,0
2020-03-24,CZ051,CZ0514,5,0,0
2020-03-24,CZ052,CZ0521,17,0,0
2020-03-24,CZ052,CZ0522,2,0,0
2020-03-24,CZ052,CZ0523,10,0,0
2020-03-24,CZ052,CZ0524,1,0,0
2020-03-24,CZ052,CZ0525,4,0,0
2020-03-24,CZ053,CZ0531,11,1,0
2020-03-24,CZ053,CZ0532,12,0,0
2020-03-24,CZ053,CZ0533,9,0,0
2020-03-24,CZ053,CZ0534,11,0,0
2020-03-24,CZ063,CZ0631,15,0,0
2020-03-24,CZ063,CZ0632,6,0,0
2020-03-24,CZ063,CZ0633,0,0,0
2020-03-24,CZ063,CZ0634,3,0,0
2020-03-24,CZ063,CZ0635,4,0,0
2020-03-24,CZ064,CZ0641,3,0,0
2020-03-24,CZ064,CZ0642,54,0,0
2020-03-24,CZ064,CZ0643,17,0,0
2020-03-24,CZ064,CZ0644,15,0,0
2020-03-24,CZ064,CZ0645,2,0,0
2020-03-24,CZ064,CZ0646,1,0,0
2020-03-24,CZ064,CZ0647,7,1,0
2020-03-24,CZ071,CZ0711,1,0,0
2020-03-24,CZ071,CZ0712,103,2,0
2020-03-24,CZ071,CZ0713,19,0,0
2020-03-24,CZ071,CZ0714,3,0,0
2020-03-24,CZ071,CZ0715,4,0,0
2020-03-24,CZ072,CZ0721,13,0,0
2020-03-24,CZ072,CZ0722,38,0,0
2020-03-24,CZ072,CZ0723,12,0,0
2020-03-24,CZ072,CZ0724,18,0,0
2020-03-24,CZ080,CZ0801,17,0,0
2020-03-24,CZ080,CZ0802,59,0,1
2020-03-24,CZ080,CZ0803,20,0,0
2020-03-24,CZ080,CZ0804,8,0,0
2020-03-24,CZ080,CZ0805,20,0,0
2020-03-24,CZ080,CZ0806,37,0,0
2020-03-24,,,0,0,0
2020-03-25,CZ010,CZ0100,557,14,6
2020-03-25,CZ020,CZ0201,22,0,0
2020-03-25,CZ020,CZ0202,15,1,0
2020-03-25,CZ020,CZ0203,26,0,1
2020-03-25,CZ020,CZ0204,14,0,0
2020-03-25,CZ020,CZ0205,4,0,0
2020-03-25,CZ020,CZ0206,22,0,0
2020-03-25,CZ020,CZ0207,8,0,0
2020-03-25,CZ020,CZ0208,13,0,0
2020-03-25,CZ020,CZ0209,42,0,0
2020-03-25,CZ020,CZ020A,41,2,0
2020-03-25,CZ020,CZ020B,19,0,0
2020-03-25,CZ020,CZ020C,3,0,0
2020-03-25,CZ031,CZ0311,13,0,0
2020-03-25,CZ031,CZ0312,13,0,0
2020-03-25,CZ031,CZ0313,1,0,0
2020-03-25,CZ031,CZ0314,1,0,0
2020-03-25,CZ031,CZ0315,9,0,0
2020-03-25,CZ031,CZ0316,15,0,0
2020-03-25,CZ031,CZ0317,3,0,0
2020-03-25,CZ032,CZ0321,18,0,0
2020-03-25,CZ032,CZ0322,0,1,0
2020-03-25,CZ032,CZ0323,19,1,0
2020-03-25,CZ032,CZ0324,2,0,0
2020-03-25,CZ032,CZ0325,1,0,0
2020-03-25,CZ032,CZ0326,0,0,0
2020-03-25,CZ032,CZ0327,2,0,0
2020-03-25,CZ041,CZ0411,42,0,0
2020-03-25,CZ041,CZ0412,18,0,0
2020-03-25,CZ041,CZ0413,6,0,0
2020-03-25,CZ042,CZ0421,21,4,0
2020-03-25,CZ042,CZ0422,3,0,0
2020-03-25,CZ042,CZ0423,11,0,0
2020-03-25,CZ042,CZ0424,1,0,0
2020-03-25,CZ042,CZ0425,5,0,0
2020-03-25,CZ042,CZ0426,3,0,0
2020-03-25,CZ042,CZ0427,26,0,0
2020-03-25,CZ051,CZ0511,1,0,0
2020-03-25,CZ051,CZ0512,9,0,0
2020-03-25,CZ051,CZ0513,14,0,0
2020-03-25,CZ051,CZ0514,8,0,0
2020-03-25,CZ052,CZ0521,20,0,0
2020-03-25,CZ052,CZ0522,3,0,0
2020-03-25,CZ052,CZ0523,12,0,0
2020-03-25,CZ052,CZ0524,2,0,0
2020-03-25,CZ052,CZ0525,6,0,0
2020-03-25,CZ053,CZ0531,21,1,0
2020-03-25,CZ053,CZ0532,14,0,1
2020-03-25,CZ053,CZ0533,9,0,0
2020-03-25,CZ053,CZ0534,11,0,0
2020-03-25,CZ063,CZ0631,17,0,0
2020-03-25,CZ063,CZ0632,8,0,0
2020-03-25,CZ063,CZ0633,0,0,0
2020-03-25,CZ063,CZ0634,5,0,0
2020-03-25,CZ063,CZ0635,6,0,0
2020-03-25,CZ064,CZ0641,4,1,0
2020-03-25,CZ064,CZ0642,57,0,0
2020-03-25,CZ064,CZ0643,17,0,0
2020-03-25,CZ064,CZ0644,16,0,0
2020-03-25,CZ064,CZ0645,3,0,0
2020-03-25,CZ064,CZ0646,1,0,0
2020-03-25,CZ064,CZ0647,10,1,0
2020-03-25,CZ071,CZ0711,1,0,0
2020-03-25,CZ071,CZ0712,123,2,1
2020-03-25,CZ071,CZ0713,22,0,0
2020-03-25,CZ071,CZ0714,5,0,0
2020-03-25,CZ071,CZ0715,4,0,0
2020-03-25,CZ072,CZ0721,13,0,0
2020-03-25,CZ072,CZ0722,44,0,0
2020-03-25,CZ072,CZ0723,12,0,0
2020-03-25,CZ072,CZ0724,22,0,0
2020-03-25,CZ080,CZ0801,18,0,0
2020-03-25,CZ080,CZ0802,63,0,1
2020-03-25,CZ080,CZ0803,29,0,0
2020-03-25,CZ080,CZ0804,19,0,0
2020-03-25,CZ080,CZ0805,21,0,0
2020-03-25,CZ080,CZ0806,49,0,0
2020-03-25,,,0,0,0
2020-03-26,CZ010,CZ0100,625,17,6
2020-03-26,CZ020,CZ0201,24,0,0
2020-03-26,CZ020,CZ0202,21,1,0
2020-03-26,CZ020,CZ0203,30,1,1
2020-03-26,CZ020,CZ0204,17,0,0
2020-03-26,CZ020,CZ0205,6,0,0
2020-03-26,CZ020,CZ0206,24,3,0
2020-03-26,CZ020,CZ0207,10,0,0
2020-03-26,CZ020,CZ0208,13,0,0
2020-03-26,CZ020,CZ0209,50,0,0
2020-03-26,CZ020,CZ020A,48,2,0
2020-03-26,CZ020,CZ020B,21,0,0
2020-03-26,CZ020,CZ020C,4,0,0
2020-03-26,CZ031,CZ0311,13,0,0
2020-03-26,CZ031,CZ0312,17,0,0
2020-03-26,CZ031,CZ0313,2,0,0
2020-03-26,CZ031,CZ0314,3,0,0
2020-03-26,CZ031,CZ0315,10,0,0
2020-03-26,CZ031,CZ0316,19,0,0
2020-03-26,CZ031,CZ0317,3,0,0
2020-03-26,CZ032,CZ0321,34,0,0
2020-03-26,CZ032,CZ0322,5,1,0
2020-03-26,CZ032,CZ0323,23,1,0
2020-03-26,CZ032,CZ0324,2,0,0
2020-03-26,CZ032,CZ0325,3,1,0
2020-03-26,CZ032,CZ0326,0,0,0
2020-03-26,CZ032,CZ0327,8,0,0
2020-03-26,CZ041,CZ0411,42,0,0
2020-03-26,CZ041,CZ0412,18,0,0
2020-03-26,CZ041,CZ0413,6,0,0
2020-03-26,CZ042,CZ0421,21,4,0
2020-03-26,CZ042,CZ0422,5,0,0
2020-03-26,CZ042,CZ0423,14,0,0
2020-03-26,CZ042,CZ0424,2,0,0
2020-03-26,CZ042,CZ0425,7,0,0
2020-03-26,CZ042,CZ0426,3,0,0
2020-03-26,CZ042,CZ0427,28,0,0
2020-03-26,CZ051,CZ0511,2,0,0
2020-03-26,CZ051,CZ0512,12,0,0
2020-03-26,CZ051,CZ0513,18,0,0
2020-03-26,CZ051,CZ0514,11,0,0
2020-03-26,CZ052,CZ0521,22,0,0
2020-03-26,CZ052,CZ0522,4,0,0
2020-03-26,CZ052,CZ0523,16,0,0
2020-03-26,CZ052,CZ0524,2,0,0
2020-03-26,CZ052,CZ0525,6,0,0
2020-03-26,CZ053,CZ0531,21,1,0
2020-03-26,CZ053,CZ0532,16,0,1
2020-03-26,CZ053,CZ0533,9,0,0
2020-03-26,CZ053,CZ0534,12,0,0
2020-03-26,CZ063,CZ0631,17,0,0
2020-03-26,CZ063,CZ0632,8,0,0
2020-03-26,CZ063,CZ0633,0,0,0
2020-03-26,CZ063,CZ0634,10,0,0
2020-03-26,CZ063,CZ0635,9,0,0
2020-03-26,CZ064,CZ0641,4,1,0
2020-03-26,CZ064,CZ0642,61,0,0
2020-03-26,CZ064,CZ0643,18,0,0
2020-03-26,CZ064,CZ0644,16,2,0
2020-03-26,CZ064,CZ0645,3,0,0
2020-03-26,CZ064,CZ0646,1,0,0
2020-03-26,CZ064,CZ0647,12,1,0
2020-03-26,CZ071,CZ0711,1,0,0
2020-03-26,CZ071,CZ0712,142,2,1
2020-03-26,CZ071,CZ0713,26,0,0
2020-03-26,CZ071,CZ0714,6,0,0
2020-03-26,CZ071,CZ0715,5,0,0
2020-03-26,CZ072,CZ0721,13,0,0
2020-03-26,CZ072,CZ0722,47,0,0
2020-03-26,CZ072,CZ0723,12,0,0
2020-03-26,CZ072,CZ0724,24,0,0
2020-03-26,CZ080,CZ0801,19,0,0
2020-03-26,CZ080,CZ0802,72,0,1
2020-03-26,CZ080,CZ0803,33,0,0
2020-03-26,CZ080,CZ0804,21,0,0
2020-03-26,CZ080,CZ0805,25,0,0
2020-03-26,CZ080,CZ0806,59,0,0
2020-03-26,,,0,0,0
2020-03-27,CZ010,CZ0100,734,23,8
2020-03-27,CZ020,CZ0201,29,0,0
2020-03-27,CZ020,CZ0202,24,1,0
2020-03-27,CZ020,CZ0203,41,1,1
2020-03-27,CZ020,CZ0204,21,0,0
2020-03-27,CZ020,CZ0205,6,0,0
2020-03-27,CZ020,CZ0206,28,3,0
2020-03-27,CZ020,CZ0207,11,0,0
2020-03-27,CZ020,CZ0208,17,2,0
2020-03-27,CZ020,CZ0209,69,1,0
2020-03-27,CZ020,CZ020A,59,2,0
2020-03-27,CZ020,CZ020B,23,0,0
2020-03-27,CZ020,CZ020C,4,0,0
2020-03-27,CZ031,CZ0311,14,0,0
2020-03-27,CZ031,CZ0312,19,0,0
2020-03-27,CZ031,CZ0313,3,0,0
2020-03-27,CZ031,CZ0314,3,0,0
2020-03-27,CZ031,CZ0315,12,0,0
2020-03-27,CZ031,CZ0316,21,0,0
2020-03-27,CZ031,CZ0317,4,0,0
2020-03-27,CZ032,CZ0321,43,0,0
2020-03-27,CZ032,CZ0322,6,1,0
2020-03-27,CZ032,CZ0323,26,1,0
2020-03-27,CZ032,CZ0324,3,0,0
2020-03-27,CZ032,CZ0325,3,1,0
2020-03-27,CZ032,CZ0326,1,0,0
2020-03-27,CZ032,CZ0327,10,0,0
2020-03-27,CZ041,CZ0411,50,0,0
2020-03-27,CZ041,CZ0412,21,0,0
2020-03-27,CZ041,CZ0413,7,0,0
2020-03-27,CZ042,CZ0421,22,4,0
2020-03-27,CZ042,CZ0422,7,0,0
2020-03-27,CZ042,CZ0423,18,1,0
2020-03-27,CZ042,CZ0424,2,0,0
2020-03-27,CZ042,CZ0425,8,0,0
2020-03-27,CZ042,CZ0426,3,0,0
2020-03-27,CZ042,CZ0427,29,0,0
2020-03-27,CZ051,CZ0511,2,0,0
2020-03-27,CZ051,CZ0512,14,0,0
2020-03-27,CZ051,CZ0513,24,0,0
2020-03-27,CZ051,CZ0514,11,0,0
2020-03-27,CZ052,CZ0521,23,0,0
2020-03-27,CZ052,CZ0522,4,0,0
2020-03-27,CZ052,CZ0523,25,0,0
2020-03-27,CZ052,CZ0524,2,0,0
2020-03-27,CZ052,CZ0525,7,0,0
2020-03-27,CZ053,CZ0531,23,1,0
2020-03-27,CZ053,CZ0532,19,0,1
2020-03-27,CZ053,CZ0533,9,0,0
2020-03-27,CZ053,CZ0534,12,0,0
2020-03-27,CZ063,CZ0631,34,0,0
2020-03-27,CZ063,CZ0632,9,0,0
2020-03-27,CZ063,CZ0633,0,0,0
2020-03-27,CZ063,CZ0634,16,0,0
2020-03-27,CZ063,CZ0635,17,0,0
2020-03-27,CZ064,CZ0641,4,1,0
2020-03-27,CZ064,CZ0642,66,1,0
2020-03-27,CZ064,CZ0643,22,1,0
2020-03-27,CZ064,CZ0644,20,3,0
2020-03-27,CZ064,CZ0645,5,1,0
2020-03-27,CZ064,CZ0646,1,0,0
2020-03-27,CZ064,CZ0647,17,1,0
2020-03-27,CZ071,CZ0711,1,0,0
2020-03-27,CZ071,CZ0712,172,3,1
2020-03-27,CZ071,CZ0713,30,0,0
2020-03-27,CZ071,CZ0714,7,0,0
2020-03-27,CZ071,CZ0715,6,0,0
2020-03-27,CZ072,CZ0721,13,0,0
2020-03-27,CZ072,CZ0722,54,0,0
2020-03-27,CZ072,CZ0723,12,0,0
2020-03-27,CZ072,CZ0724,26,0,0
2020-03-27,CZ080,CZ0801,20,0,0
2020-03-27,CZ080,CZ0802,81,0,1
2020-03-27,CZ080,CZ0803,43,0,0
2020-03-27,CZ080,CZ0804,21,0,0
2020-03-27,CZ080,CZ0805,25,0,0
2020-03-27,CZ080,CZ0806,71,0,0
2020-03-27,,,0,0,0
2020-03-28,CZ010,CZ0100,790,26,11
2020-03-28,CZ020,CZ0201,29,0,0
2020-03-28,CZ020,CZ0202,24,1,0
2020-03-28,CZ020,CZ0203,45,1,1
2020-03-28,CZ020,CZ0204,21,0,0
2020-03-28,CZ020,CZ0205,6,0,0
2020-03-28,CZ020,CZ0206,30,3,0
2020-03-28,CZ020,CZ0207,14,0,0
2020-03-28,CZ020,CZ0208,18,2,0
2020-03-28,CZ020,CZ0209,77,1,0
2020-03-28,CZ020,CZ020A,62,2,0
2020-03-28,CZ020,CZ020B,29,0,0
2020-03-28,CZ020,CZ020C,7,0,0
2020-03-28,CZ031,CZ0311,15,0,0
2020-03-28,CZ031,CZ0312,21,0,0
2020-03-28,CZ031,CZ0313,3,0,0
2020-03-28,CZ031,CZ0314,4,0,0
2020-03-28,CZ031,CZ0315,13,0,0
2020-03-28,CZ031,CZ0316,21,0,0
2020-03-28,CZ031,CZ0317,6,0,0
2020-03-28,CZ032,CZ0321,55,0,0
2020-03-28,CZ032,CZ0322,10,1,0
2020-03-28,CZ032,CZ0323,32,1,0
2020-03-28,CZ032,CZ0324,5,0,0
2020-03-28,CZ032,CZ0325,4,1,0
2020-03-28,CZ032,CZ0326,1,0,0
2020-03-28,CZ032,CZ0327,10,0,0
2020-03-28,CZ041,CZ0411,57,0,1
2020-03-28,CZ041,CZ0412,24,1,0
2020-03-28,CZ041,CZ0413,9,0,0
2020-03-28,CZ042,CZ0421,23,5,0
2020-03-28,CZ042,CZ0422,9,0,0
2020-03-28,CZ042,CZ0423,22,1,0
2020-03-28,CZ042,CZ0424,3,0,0
2020-03-28,CZ042,CZ0425,8,0,0
2020-03-28,CZ042,CZ0426,3,0,0
2020-03-28,CZ042,CZ0427,30,1,0
2020-03-28,CZ051,CZ0511,3,0,0
2020-03-28,CZ051,CZ0512,20,0,0
2020-03-28,CZ051,CZ0513,33,0,0
2020-03-28,CZ051,CZ0514,11,0,0
2020-03-28,CZ052,CZ0521,29,0,0
2020-03-28,CZ052,CZ0522,5,0,0
2020-03-28,CZ052,CZ0523,37,1,0
2020-03-28,CZ052,CZ0524,2,0,0
2020-03-28,CZ052,CZ0525,8,0,0
2020-03-28,CZ053,CZ0531,24,1,0
2020-03-28,CZ053,CZ0532,24,0,1
2020-03-28,CZ053,CZ0533,10,0,0
2020-03-28,CZ053,CZ0534,13,0,0
2020-03-28,CZ063,CZ0631,53,0,0
2020-03-28,CZ063,CZ0632,10,0,0
2020-03-28,CZ063,CZ0633,0,0,0
2020-03-28,CZ063,CZ0634,16,0,0
2020-03-28,CZ063,CZ0635,18,0,0
2020-03-28,CZ064,CZ0641,4,1,0
2020-03-28,CZ064,CZ0642,70,1,0
2020-03-28,CZ064,CZ0643,24,1,0
2020-03-28,CZ064,CZ0644,21,3,0
2020-03-28,CZ064,CZ0645,7,1,0
2020-03-28,CZ064,CZ0646,1,0,0
2020-03-28,CZ064,CZ0647,18,1,0
2020-03-28,CZ071,CZ0711,2,0,0
2020-03-28,CZ071,CZ0712,190,3,2
2020-03-28,CZ071,CZ0713,33,0,0
2020-03-28,CZ071,CZ0714,10,0,0
2020-03-28,CZ071,CZ0715,9,0,0
2020-03-28,CZ072,CZ0721,14,0,0
2020-03-28,CZ072,CZ0722,61,0,0
2020-03-28,CZ072,CZ0723,12,0,0
2020-03-28,CZ072,CZ0724,28,0,0
2020-03-28,CZ080,CZ0801,20,0,0
2020-03-28,CZ080,CZ0802,83,0,1
2020-03-28,CZ080,CZ0803,44,0,0
2020-03-28,CZ080,CZ0804,22,0,0
2020-03-28,CZ080,CZ0805,27,0,0
2020-03-28,CZ080,CZ0806,75,0,0
2020-03-28,,,0,1,0
2020-03-29,CZ010,CZ0100,823,30,13
2020-03-29,CZ020,CZ0201,30,0,0
2020-03-29,CZ020,CZ0202,24,1,0
2020-03-29,CZ020,CZ0203,47,2,1
2020-03-29,CZ020,CZ0204,21,0,0
2020-03-29,CZ020,CZ0205,6,0,0
2020-03-29,CZ020,CZ0206,30,3,0
2020-03-29,CZ020,CZ0207,14,0,0
2020-03-29,CZ020,CZ0208,18,2,0
2020-03-29,CZ020,CZ0209,79,1,1
2020-03-29,CZ020,CZ020A,63,2,0
2020-03-29,CZ020,CZ020B,30,0,0
2020-03-29,CZ020,CZ020C,7,0,0
2020-03-29,CZ031,CZ0311,15,0,0
2020-03-29,CZ031,CZ0312,21,0,0
2020-03-29,CZ031,CZ0313,3,0,0
2020-03-29,CZ031,CZ0314,4,1,0
2020-03-29,CZ031,CZ0315,13,0,0
2020-03-29,CZ031,CZ0316,22,0,0
2020-03-29,CZ031,CZ0317,6,0,0
2020-03-29,CZ032,CZ0321,55,0,0
2020-03-29,CZ032,CZ0322,10,1,0
2020-03-29,CZ032,CZ0323,33,1,0
2020-03-29,CZ032,CZ0324,5,0,0
2020-03-29,CZ032,CZ0325,5,1,0
2020-03-29,CZ032,CZ0326,1,0,0
2020-03-29,CZ032,CZ0327,10,0,0
2020-03-29,CZ041,CZ0411,58,0,1
2020-03-29,CZ041,CZ0412,27,3,0
2020-03-29,CZ041,CZ0413,9,0,0
2020-03-29,CZ042,CZ0421,23,6,0
2020-03-29,CZ042,CZ0422,9,0,0
2020-03-29,CZ042,CZ0423,41,1,1
2020-03-29,CZ042,CZ0424,5,0,0
2020-03-29,CZ042,CZ0425,10,0,0
2020-03-29,CZ042,CZ0426,3,0,0
2020-03-29,CZ042,CZ0427,32,1,0
2020-03-29,CZ051,CZ0511,3,0,0
2020-03-29,CZ051,CZ0512,27,0,0
2020-03-29,CZ051,CZ0513,42,0,0
2020-03-29,CZ051,CZ0514,12,0,0
2020-03-29,CZ052,CZ0521,31,0,0
2020-03-29,CZ052,CZ0522,6,0,0
2020-03-29,CZ052,CZ0523,39,1,0
2020-03-29,CZ052,CZ0524,2,0,0
2020-03-29,CZ052,CZ0525,8,0,0
2020-03-29,CZ053,CZ0531,26,1,0
2020-03-29,CZ053,CZ0532,26,0,2
2020-03-29,CZ053,CZ0533,10,0,0
2020-03-29,CZ053,CZ0534,13,0,0
2020-03-29,CZ063,CZ0631,54,0,1
2020-03-29,CZ063,CZ0632,10,0,0
2020-03-29,CZ063,CZ0633,0,0,0
2020-03-29,CZ063,CZ0634,16,0,0
2020-03-29,CZ063,CZ0635,18,0,0
2020-03-29,CZ064,CZ0641,4,1,0
2020-03-29,CZ064,CZ0642,79,2,0
2020-03-29,CZ064,CZ0643,25,3,0
2020-03-29,CZ064,CZ0644,21,4,0
2020-03-29,CZ064,CZ0645,7,1,0
2020-03-29,CZ064,CZ0646,1,0,0
2020-03-29,CZ064,CZ0647,25,1,0
2020-03-29,CZ071,CZ0711,2,0,0
2020-03-29,CZ071,CZ0712,208,3,2
2020-03-29,CZ071,CZ0713,33,0,0
2020-03-29,CZ071,CZ0714,11,0,0
2020-03-29,CZ071,CZ0715,10,0,0
2020-03-29,CZ072,CZ0721,15,0,0
2020-03-29,CZ072,CZ0722,73,1,0
2020-03-29,CZ072,CZ0723,12,1,0
2020-03-29,CZ072,CZ0724,29,0,0
2020-03-29,CZ080,CZ0801,20,0,0
2020-03-29,CZ080,CZ0802,87,0,1
2020-03-29,CZ080,CZ0803,45,0,0
2020-03-29,CZ080,CZ0804,23,0,0
2020-03-29,CZ080,CZ0805,27,0,0
2020-03-29,CZ080,CZ0806,78,1,0
2020-03-29,,,0,3,0
2020-03-30,CZ010,CZ0100,860,38,17
2020-03-30,CZ020,CZ0201,35,0,0
2020-03-30,CZ020,CZ0202,24,1,0
2020-03-30,CZ020,CZ0203,48,2,1
2020-03-30,CZ020,CZ0204,21,0,0
2020-03-30,CZ020,CZ0205,6,0,0
2020-03-30,CZ020,CZ0206,32,3,0
2020-03-30,CZ020,CZ0207,16,1,0
2020-03-30,CZ020,CZ0208,18,2,0
2020-03-30,CZ020,CZ0209,80,1,1
2020-03-30,CZ020,CZ020A,66,2,0
2020-03-30,CZ020,CZ020B,30,0,0
2020-03-30,CZ020,CZ020C,7,0,0
2020-03-30,CZ031,CZ0311,16,0,0
2020-03-30,CZ031,CZ0312,21,0,0
2020-03-30,CZ031,CZ0313,3,0,0
2020-03-30,CZ031,CZ0314,6,1,0
2020-03-30,CZ031,CZ0315,14,0,0
2020-03-30,CZ031,CZ0316,24,0,0
2020-03-30,CZ031,CZ0317,8,1,0
2020-03-30,CZ032,CZ0321,73,0,0
2020-03-30,CZ032,CZ0322,11,1,0
2020-03-30,CZ032,CZ0323,35,3,0
2020-03-30,CZ032,CZ0324,5,0,0
